,Article Link,Canonical Name
555,http://www.usatoday.com/story/news/nation-now/2014/12/18/sony-hack-timeline-interview-north-korea/20601645/,Sony Hack
556,http://www.forbes.com/sites/quora/2015/12/31/the-top-10-security-breaches-of-2015/#4a790bd1694f,Generic Corporate Breaches
557,http://www.usatoday.com/story/money/2016/02/26/cyber-hack-gained-access-more-than-700000-irs-accounts/80992822/,IRS Identity Theft
558,http://www.wired.com/2015/08/happened-hackers-posted-stolen-ashley-madison-data/,Ashley Madison Hack
559,https://www.yahoo.com/tech/after-hospital-ransomware-attack-time-for-some-172122979.html,
560,http://www.bankinfosecurity.com/crypto-keys-stolen-from-amazon-cloud-a-8581/op-1,Amazon Cloud Key Leak
561,https://www.google.com/url?sa=t&source=web&rct=j&url=http://www.usatoday.com/story/money/2016/04/03/german-paper-massive-financial-leak-reveals-offshort-accounts/82586798/&ved=0ahUKEwiO_PnihJfMAhUCGR4KHUZoA384ChAWCCYwBA&usg=AFQjCNGV75wMzSgSWP02g8tgYwNCENIMaA,Panama Papers Hack
562,https://www.washingtonpost.com/news/powerpost/wp/2016/04/11/inadvertent-cyber-breach-hits-44000-fdic-customers/,
563,http://www.cbsnews.com/news/brussels-attacks-belgium-minister-jacqueline-galant-resigns-after-airport-security-lapses-leak/,
564,http://www.inc.com/magazine/201504/jeremy-quittner/making-a-killing-in-the-new-cyberwars.html,
565,http://www.usatoday.com/story/money/2016/02/26/cyber-hack-gained-access-more-than-700000-irs-accounts/80992822/,IRS Identity Theft
566,http://www.cnbc.com/2016/04/04/some-trump-hotels-hit-by-data-breach-report.html,Trump Hotel Breach
567,https://panamapapers.icij.org/,Panama Papers Hack
568,http://www.cnn.com/2016/04/17/politics/us-russia-meet-on-cybersecurity/index.html,
569,http://fortune.com/2015/10/14/uber-driver-app-data-leak/,Uber Driver Leak
570,postalnews.com/blog/category/usps-data-breach/,USPS Data Breach
571,http://www.forbes.com/sites/jayadkisson/2016/04/17/why-no-americanos-yet-in-mossack-fonsecas-panama-papers-revelations/#182c06096487,Panama Papers Hack
572,http://fortune.com/2015/12/29/us-voter-data-exposed/,US Voter Records Leak
573,http://www.usnews.com/news/articles/2016-02-16/why-the-irs-was-hacked-again-and-what-the-feds-can-do-about-it,IRS Identity Theft
574,http://www.cnbc.com/id/42769019,
575,https://en.wikipedia.org/wiki/Ashley_Madison_data_breach,Ashley Madison Hack
576,http://www.forbes.com/sites/katevinton/2015/06/12/report-new-government-data-breach-includes-sensitive-military-intelligence-personnel-data/,
577,https://en.wikipedia.org/wiki/Ashley_Madison_data_breach,Ashley Madison Hack
578,http://www.forbes.com/sites/josephsteinberg/2014/12/11/massive-security-breach-at-sony-heres-what-you-need-to-know/,Sony Hack
579,http://www.eonline.com/news/687685/hackers-release-identities-of-ashley-madison-users-one-month-after-security-breach,Ashley Madison Hack
580,http://fortune.com/2014/08/05/target-data-breach-profit/,Target Hack
581,http://www.nbcnews.com/tech/security/opm-hack-government-finally-starts-notifying-21-5-million-victims-n437126,
582,http://www.nytimes.com/2015/08/29/technology/ashley-madison-ceo-steps-down-after-data-hack.html,Ashley Madison Hack
583,https://www.washingtonpost.com/business/economy/target-says-70-million-customers-were-hit-by-dec-data-breach-more-than-first-reported/2014/01/10/0ada1026-79fe-11e3-8963-b4b654bcc9b2_story.html,Target Hack
584,http://r.search.yahoo.com/_ylt=A0LEVixItI1WPl8AJf8nnIlQ;_ylu=X3oDMTByOHZyb21tBGNvbG8DYmYxBHBvcwMxBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1452156104/RO=10/RU=http%3a%2f%2fwww.foxnews.com%2fpolitics%2f2015%2f06%2f10%2frecords-from-government-data-breach-surface-on-darknet-says-expert.html/RK=0/RS=GYy.Fvl8JcQfvuH.L_XowQS5_qE-,
585,http://www.ibtimes.co.uk/sony-hacking-north-korea-refuses-deny-involvement-amid-multiple-film-leak-1477577,Sony Hack
586,http://www.forbes.com/sites/maggiemcgrath/2014/01/10/target-data-breach-spilled-info-on-as-many-as-70-million-customers/,Target Hack
587,http://www.modernhealthcare.com/article/20150921/NEWS/150929997,
588,http://www.crn.com/slide-shows/security/300077563/the-10-biggest-data-breaches-of-2015-so-far.htm,Generic Corporate Breaches
589,Home Depot customer information.,Home Depot Hack
590,http://www.tripwire.com/state-of-security/security-data-protection/cyber-security/the-ashley-madison-hack-a-timeline/,Ashley Madison Hack
591,http://www.forbes.com/sites/lisabrownlee/2015/09/25/new-report-of-malicious-chinese-cyber-attack-on-a-u-s-government-agency/,
592,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&cad=rja&uact=8&ved=0ahUKEwjVrpLgu5bKAhVD62MKHc9pAxEQFggpMAI&url=http%3A%2F%2Fwww.forbes.com%2Fsites%2Fpaularosenblum%2F2014%2F01%2F17%2Fthe-target-data-breach-is-becoming-a-nightmare%2F&usg=AFQjCNF4liw7xk6CqO-QSGgkDQ3WOzOxng&sig2=Xg91h4gsXFZgaso9cl-abQ,Target Hack
593,https://en.wikipedia.org/wiki/Ashley_Madison_data_breach,Ashley Madison Hack
594,https://iicybersecurity.wordpress.com/2015/07/27/steam-hit-by-major-security-breach-many-accounts-hacked/,Steam Password Reset Hack
595,http://www.cnn.com/2015/12/18/politics/juniper-networks-us-government-security-hack/,
596,https://www.washingtonpost.com/business/economy/target-says-70-million-customers-were-hit-by-dec-data-breach-more-than-first-reported/2014/01/10/0ada1026-79fe-11e3-8963-b4b654bcc9b2_story.html,Target Hack
597,http://www.usatoday.com/story/news/nation-now/2014/12/18/sony-hack-timeline-interview-north-korea/20601645/,Sony Hack
598,http://fortune.com/2015/08/26/ashley-madison-hack/,Ashley Madison Hack
599,http://www.nytimes.com/2015/03/20/business/target-settlement-on-data-breach.html?_r=0,Target Hack
601,http://www.foxnews.com/politics/2015/06/06/massive-cybersecurity-breach-raises-concerns-about-what-hackers-stole.html,
602,http://www.nytimes.com/2015/03/20/business/target-settlement-on-data-breach.html?_r=0,Target Hack
603,http://money.cnn.com/2014/12/09/technology/security/sony-hacking-roundup/,Sony Hack
604,http://abcnews.go.com/Technology/arrest-made-vtech-toy-security-breach/story?id=35776252,Vtech Children Hack
605,http://www.gamerevolution.com/news/steam-security-breach-update-11075,Stream Credit Card Hack
606,the target leak,Target Hack
607,https://en.wikipedia.org/wiki/Ashley_Madison_data_breach,Ashley Madison Hack
608,http://www.bbc.com/news/technology-34072762,
609,http://www.huffingtonpost.com/eric-dezenhall/a-look-back-at-the-target_b_7000816.html,Target Hack
610,http://www.cnn.com/2015/07/09/politics/office-of-personnel-management-data-breach-20-million/,
611,http://www.forbes.com/sites/paularosenblum/2014/01/17/the-target-data-breach-is-becoming-a-nightmare/,Target Hack
612,https://www.washingtonpost.com/business/economy/target-says-70-million-customers-were-hit-by-dec-data-breach-more-than-first-reported/2014/01/10/0ada1026-79fe-11e3-8963-b4b654bcc9b2_story.html,Target Hack
614,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=5&cad=rja&uact=8&ved=0ahUKEwjDn5T--MPPAhVHyWMKHTOTB6oQFgg_MAQ&url=https%3A%2F%2Fwww.thesun.co.uk%2Fliving%2F1708802%2Fsex-lies-and-cyber-attacks-ashley-madison-hack-victims-reveal-the-traumatic-impact-its-had-on-their-relationships%2F&usg=AFQjCNFQM7HBlKIn-ltFkmBvzZzIK5d6Vg&sig2=2qExoTct-hfDy4gV_lZKrQ,Ashley Madison Hack
615,https://www.theguardian.com/technology/2011/apr/26/playstation-network-hackers-data,PSN Personal Data Hack
616,https://en.wikipedia.org/wiki/Office_of_Personnel_Management_data_breach,
617,http://www.modernhealthcare.com/article/20160330/NEWS/160339997,
618,https://www.theguardian.com/sport/2016/sep/15/fancy-bears-hackers--russia-wada-tues-leaks,
619,http://fortune.com/2015/04/16/target-mastercard/,Target Hack
620,http://www.npr.org/sections/thetwo-way/2015/03/19/394039055/target-offers-10-million-settlement-in-data-breach-lawsuit,Target Hack
621,https://www.washingtonpost.com/business/economy/target-says-70-million-customers-were-hit-by-dec-data-breach-more-than-first-reported/2014/01/10/0ada1026-79fe-11e3-8963-b4b654bcc9b2_story.html,Target Hack
622,no link but it had to do with Target customers account information being breached if they used a credit card or debit card,Target Hack
623,N/A,
624,Target,Target Hack
626,http://www.forbes.com/sites/quora/2015/12/31/the-top-10-security-breaches-of-2015/#210e1f9b694f,Generic Corporate Breaches
627,http://www.bignewsnetwork.com/news/244059189/swift-says-second-bank-hit-by-malware-attackswift-network-wasnt-hacked-in-81-million-bangladesh-heist-ceo,
628,https://en.wikipedia.org/wiki/2011_PlayStation_Network_outage,PSN outage
629,http://fortune.com/sony-hack-part-1/,Sony Hack
630,https://en.wikipedia.org/wiki/Sony_Pictures_Entertainment_hack,Sony Hack
631,http://fortune.com/2016/04/09/panama-papers-mossack-fonseca/,Panama Papers Hack
632,http://www.npr.org/sections/thetwo-way/2015/03/19/394039055/target-offers-10-million-settlement-in-data-breach-lawsuit,Target Hack
633,https://www.washingtonpost.com/business/economy/target-says-70-million-customers-were-hit-by-dec-data-breach-more-than-first-reported/2014/01/10/0ada1026-79fe-11e3-8963-b4b654bcc9b2_story.html,Target Hack
635,http://krebsonsecurity.com/2016/01/wendys-probes-reports-of-credit-card-breach/,Wendy's Credit Card Hack
636,http://www.npr.org/sections/thetwo-way/2015/03/19/394039055/target-offers-10-million-settlement-in-data-breach-lawsuit,Target Hack
638,http://www.zdnet.com/article/tumblr-discloses-email-security-breach/,
639,http://www.bbc.com/news/technology-36284447,
640,http://www.navytimes.com/story/military/2015/06/17/sf-86-security-clearance-breach-troops-affected-opm/28866125/,
641,http://www.chicagotribune.com/business/ct-fdic-cybersecurity-data-breach-20160509-story.html,
642,http://money.cnn.com/2015/03/19/technology/security/target-data-hack-settlement/,Target Hack
643,https://en.wikipedia.org/wiki/Panama_Papers,Panama Papers Hack
644,https://en.wikipedia.org/wiki/Sony_Pictures_Entertainment_hack,Sony Hack
645,https://consumerist.com/?s=target+breach,Target Hack
646,https://threatpost.com/wendys-comes-clean-on-data-breach/118034/,Wendy's Credit Card Hack
647,http://www.lifezette.com/polizette/kremlin-has-hillary-emails/,Clinton Email Server
648,https://securityintelligence.com/target-breach-protect-against-similar-attacks-retailers/,Target Hack
649,http://heartbleed.com/,Heartbleed
650,http://thehill.com/policy/cybersecurity/270959-irs-reveals-taxpayer-breach-much-larger-than-previously-reported,IRS Identity Theft
651,https://www.washingtonpost.com/business/economy/target-says-70-million-customers-were-hit-by-dec-data-breach-more-than-first-reported/2014/01/10/0ada1026-79fe-11e3-8963-b4b654bcc9b2_story.html,Target Hack
652,http://www.thestreet.com/story/13309902/1/t-mobile-customers-hit-by-data-breach-sprint-poised-to-cut-jobs-telecom-winners-losers.html,
653,https://www.wired.com/2015/08/check-loved-one-exposed-ashley-madison-hack/,Ashley Madison Hack
654,https://en.wikipedia.org/wiki/2014_JPMorgan_Chase_data_breach,JPMorgan Hack
656,http://www.ibtimes.com/hackers-ransom-attack-california-hospital-more-proof-healthcare-cybersecurity-2309720,
657,Target,Target Hack
658,http://www.thewrap.com/11-revelations-from-wikileaks-sony-hack-emails-amy-pascals-travel-expenses-david-fincher-complains-of-leak/,Sony Hack
659,http://www.theregister.co.uk/2015/02/05/anthem_hacked/,Anthem HealthCare Hack
660,http://www.databreaches.net/central-hudson-completes-internal-cyber-security-investigation-experts-report-it-may-be-impossible-to-ever-confirm-information-transfer-law-enforcement-investigation-continues/,
661,http://www.forbes.com/sites/thomasbrewster/2015/12/28/us-voter-database-leak/#43f5a1051bb9,US Voter Records Leak
662,http://www.wsj.com/articles/home-depot-breach-bigger-than-targets-1411073571,Home Depot Hack
663,https://www.wired.com/2015/08/check-loved-one-exposed-ashley-madison-hack/,Ashley Madison Hack
664,http://panamapapers.sueddeutsche.de/articles/56febff0a1bb8d3c3495adf4/,
